"id"	"dateTime"	"wtr0"	"wtr0.5"	"wtr1.0"	"wtr1.5"	"wtr2.0"	"wtr2.5"	"wtr3.0"	"wtr4.0"
"48"	"2012-05-29 01:30:00"	10.1	10.222	10.247	4.818	3.88	3.643	3.643	4.063
"49"	"2012-05-29 01:40:00"	10.026	10.173	10.198	5.076	3.958	3.617	3.643	4.063
"50"	"2012-05-29 01:50:00"	10.001	10.1	10.075	4.999	3.854	3.617	3.643	4.063
"51"	"2012-05-29 02:00:00"	10.001	10.051	10.001	5.024	3.801	3.617	3.617	4.063
"52"	"2012-05-29 02:10:00"	9.928	10.026	9.509	5.231	3.88	3.617	3.617	4.063
"53"	"2012-05-29 02:20:00"	9.879	9.977	9.386	5.024	3.88	3.617	3.591	4.063
"54"	"2012-05-29 02:30:00"	9.805	9.928	8.941	4.869	3.88	3.617	3.617	4.063
"55"	"2012-05-29 02:40:00"	9.805	9.903	9.213	4.74	3.88	3.617	3.643	4.063
"56"	"2012-05-29 02:50:00"	9.756	9.854	9.114	4.688	3.827	3.617	3.617	4.063
"57"	"2012-05-29 03:00:00"	9.731	9.805	9.287	4.792	3.827	3.617	3.617	4.063
"58"	"2012-05-29 03:10:00"	9.706	9.78	9.41	4.844	3.801	3.617	3.617	4.063
"59"	"2012-05-29 03:20:00"	9.682	9.756	9.361	4.844	3.801	3.643	3.643	4.063
"60"	"2012-05-29 03:30:00"	9.657	9.756	9.188	4.792	3.722	3.643	3.617	4.063
"61"	"2012-05-29 03:40:00"	9.632	9.706	8.941	4.973	3.749	3.617	3.591	4.063
"62"	"2012-05-29 03:50:00"	9.608	9.706	8.817	4.999	3.827	3.617	3.591	4.063
"63"	"2012-05-29 04:00:00"	9.608	9.682	8.891	4.921	3.827	3.617	3.591	4.063
"64"	"2012-05-29 04:10:00"	9.558	9.608	8.965	5.05	3.932	3.617	3.591	4.063
"65"	"2012-05-29 04:20:00"	9.608	9.632	8.941	4.844	3.88	3.617	3.617	4.063
"66"	"2012-05-29 04:30:00"	9.558	9.608	8.891	4.792	3.854	3.617	3.617	4.063
"67"	"2012-05-29 04:40:00"	9.583	9.608	9.015	4.818	3.932	3.617	3.617	4.063
"68"	"2012-05-29 04:50:00"	9.558	9.583	9.139	4.688	3.775	3.617	3.617	4.063
"69"	"2012-05-29 05:00:00"	9.558	9.558	8.99	4.973	3.88	3.617	3.591	4.063
"70"	"2012-05-29 05:10:00"	9.534	9.509	9.139	5.205	3.88	3.617	3.591	4.037
"71"	"2012-05-29 05:20:00"	9.534	9.509	8.792	5.102	3.906	3.617	3.564	4.063
"72"	"2012-05-29 05:30:00"	9.583	9.534	8.767	5.257	3.932	3.67	3.564	4.063
"73"	"2012-05-29 05:40:00"	9.534	9.509	9.015	5.102	4.011	3.643	3.617	4.063
"74"	"2012-05-29 05:50:00"	9.509	9.46	8.99	4.947	3.958	3.643	3.617	4.063
"75"	"2012-05-29 06:00:00"	9.558	9.46	9.287	4.947	3.854	3.617	3.643	4.063
"76"	"2012-05-29 06:10:00"	9.509	9.46	9.386	4.921	3.827	3.617	3.643	4.063
"77"	"2012-05-29 06:20:00"	9.509	9.435	9.312	4.844	3.801	3.617	3.643	4.063
"78"	"2012-05-29 06:30:00"	9.756	9.485	9.485	4.869	3.801	3.617	3.617	4.037
"79"	"2012-05-29 06:40:00"	10.051	9.46	9.213	5.128	3.854	3.617	3.617	4.037
"80"	"2012-05-29 06:50:00"	10.026	9.435	9.139	4.818	3.775	3.617	3.617	4.063
"81"	"2012-05-29 07:00:00"	10.051	9.435	9.262	5.05	3.854	3.617	3.617	4.063
"82"	"2012-05-29 07:10:00"	10.075	9.435	9.361	4.947	3.827	3.643	3.617	4.063
"83"	"2012-05-29 07:20:00"	10.1	9.435	9.386	4.766	3.854	3.643	3.617	4.063
"84"	"2012-05-29 07:30:00"	10.173	9.558	9.386	4.869	3.906	3.643	3.643	4.063
"85"	"2012-05-29 07:40:00"	10.247	9.558	9.41	5.05	3.932	3.643	3.617	4.063
"86"	"2012-05-29 07:50:00"	10.296	9.485	9.41	5.539	3.958	3.643	3.643	4.063
"87"	"2012-05-29 08:00:00"	10.394	9.485	9.41	5.024	3.958	3.643	3.617	4.063
"88"	"2012-05-29 08:10:00"	10.467	9.608	9.435	5.102	3.854	3.643	3.617	4.063
"89"	"2012-05-29 08:20:00"	10.541	9.632	9.485	5.024	3.985	3.643	3.617	4.063
"90"	"2012-05-29 08:30:00"	10.687	9.608	9.485	5.411	3.827	3.617	3.591	4.063
"91"	"2012-05-29 08:40:00"	10.785	9.657	9.509	5.539	3.88	3.617	3.591	4.063
"92"	"2012-05-29 08:50:00"	10.858	9.608	9.558	5.334	3.801	3.617	3.617	4.063
"93"	"2012-05-29 09:00:00"	11.102	9.657	9.583	5.257	3.827	3.617	3.617	4.063
"94"	"2012-05-29 09:10:00"	10.883	9.682	9.608	4.766	3.88	3.643	3.617	4.063
"95"	"2012-05-29 09:20:00"	11.273	9.731	9.682	5.257	3.906	3.617	3.617	4.063
"96"	"2012-05-29 09:30:00"	11.297	9.756	9.657	5.257	3.958	3.617	3.643	4.063
"97"	"2012-05-29 09:40:00"	11.443	9.78	9.657	4.999	3.88	3.617	3.591	4.063
"98"	"2012-05-29 09:50:00"	10.907	9.78	9.706	5.745	3.985	3.643	3.617	4.063
"99"	"2012-05-29 10:00:00"	11.394	9.78	9.657	5.36	3.932	3.643	3.564	4.063
"100"	"2012-05-29 10:10:00"	11.662	9.805	9.731	5.411	3.88	3.617	3.643	4.063
"101"	"2012-05-29 10:20:00"	11.467	9.829	9.756	5.179	3.775	3.617	3.617	4.037
"102"	"2012-05-29 10:30:00"	11.224	9.879	9.706	4.999	3.775	3.617	3.617	4.063
"103"	"2012-05-29 10:40:00"	12.243	9.928	9.756	5.334	3.801	3.643	3.591	4.037
"104"	"2012-05-29 10:50:00"	10.761	10.001	9.756	5.796	3.932	3.643	3.591	4.037
"105"	"2012-05-29 11:00:00"	11.029	9.977	9.903	5.975	3.88	3.643	3.591	4.037
"106"	"2012-05-29 11:10:00"	10.638	10.026	9.977	5.872	3.827	3.643	3.591	4.037
"107"	"2012-05-29 11:20:00"	11.492	10.075	10.001	6.026	3.932	3.617	3.591	4.037
"108"	"2012-05-29 11:30:00"	12.147	10.149	10.001	5.591	3.958	3.617	3.617	4.037
"109"	"2012-05-29 11:40:00"	11.516	10.149	10.001	5.437	3.827	3.617	3.617	4.063
"110"	"2012-05-29 11:50:00"	12.413	10.296	9.977	4.999	3.801	3.617	3.617	4.037
"111"	"2012-05-29 12:00:00"	11.273	10.271	9.952	5.437	3.88	3.591	3.591	4.037
"112"	"2012-05-29 12:10:00"	12.34	10.271	10.001	5.642	3.932	3.617	3.617	4.037
"113"	"2012-05-29 12:20:00"	12.025	10.271	9.977	5.616	3.88	3.643	3.591	4.063
"114"	"2012-05-29 12:30:00"	12.992	10.565	10.075	6.94	4.011	3.643	3.591	4.063
"115"	"2012-05-29 12:40:00"	12.268	10.565	10.075	6	3.88	3.643	3.591	4.037
"116"	"2012-05-29 12:50:00"	11.565	10.565	10.198	5.975	3.88	3.643	3.617	4.063
"117"	"2012-05-29 13:00:00"	11.783	10.614	10.345	5.308	3.801	3.643	3.591	4.063
"118"	"2012-05-29 13:10:00"	12.871	10.565	10.443	6.99	3.932	3.643	3.591	4.063
"119"	"2012-05-29 13:20:00"	11.419	10.565	10.516	5.565	3.827	3.617	3.591	4.037
"120"	"2012-05-29 13:30:00"	12.654	10.638	10.59	4.818	3.801	3.643	3.591	4.063
"121"	"2012-05-29 13:40:00"	13.112	10.712	10.492	4.869	3.854	3.643	3.591	4.063
"122"	"2012-05-29 13:50:00"	11.88	10.834	10.516	5.821	3.88	3.643	3.591	4.037
"123"	"2012-05-29 14:00:00"	12.534	10.883	10.124	5.616	3.827	3.643	3.643	4.037
"124"	"2012-05-29 14:10:00"	11.832	10.785	10.369	5.642	3.775	3.617	3.591	4.063
"125"	"2012-05-29 14:20:00"	11.783	10.834	9.879	6.712	3.932	3.643	3.617	4.063
"126"	"2012-05-29 14:30:00"	12.678	10.883	10.296	6.153	3.88	3.643	3.617	4.063
"127"	"2012-05-29 14:40:00"	11.686	10.932	10.663	5.205	3.749	3.617	3.591	4.063
"128"	"2012-05-29 14:50:00"	11.565	10.932	10.443	5.462	3.854	3.643	3.617	4.063
"129"	"2012-05-29 15:00:00"	12.243	11.053	10.443	6.051	3.854	3.617	3.617	4.063
"130"	"2012-05-29 15:10:00"	11.832	10.98	10.614	5.975	3.88	3.617	3.591	4.037
"131"	"2012-05-29 15:20:00"	11.71	11.102	10.443	5.949	3.932	3.617	3.617	4.063
"132"	"2012-05-29 15:30:00"	11.565	11.102	10.001	5.924	3.827	3.617	3.67	4.089
"133"	"2012-05-29 15:40:00"	11.565	11.102	10.296	6.408	3.827	3.617	3.617	4.063
"134"	"2012-05-29 15:50:00"	11.54	11.078	10.638	5.514	3.854	3.617	3.643	4.063
"135"	"2012-05-29 16:00:00"	11.467	11.078	10.907	5.024	3.827	3.617	3.617	4.063
"136"	"2012-05-29 16:10:00"	11.394	11.005	10.907	5.488	3.958	3.643	3.643	4.063
"137"	"2012-05-29 16:20:00"	11.346	11.005	10.907	6.102	3.932	3.617	3.617	4.063
"138"	"2012-05-29 16:30:00"	11.419	11.078	10.98	5.872	3.932	3.617	3.617	4.037
"139"	"2012-05-29 16:40:00"	11.394	11.102	10.956	5.282	3.854	3.617	3.617	4.063
"140"	"2012-05-29 16:50:00"	11.273	11.005	10.687	6.408	3.932	3.643	3.538	4.063
"141"	"2012-05-29 17:00:00"	11.175	10.98	10.956	6.306	4.141	3.775	3.617	4.037
"142"	"2012-05-29 17:10:00"	11.127	10.98	10.907	6.026	3.958	3.67	3.643	4.037
"143"	"2012-05-29 17:20:00"	11.127	10.98	10.736	6.077	3.958	3.643	3.643	4.063
"144"	"2012-05-29 17:30:00"	11.151	10.98	10.858	6.712	3.932	3.643	3.617	4.063
"145"	"2012-05-29 17:40:00"	11.102	10.956	10.565	5.668	3.958	3.643	3.67	4.037
"146"	"2012-05-29 17:50:00"	11.102	10.956	10.418	5.693	3.958	3.643	3.617	4.063
"147"	"2012-05-29 18:00:00"	11.078	10.98	10.149	5.128	3.854	3.643	3.564	4.063
"148"	"2012-05-29 18:10:00"	11.175	11.005	10.026	5.898	4.011	3.643	3.591	4.063
"149"	"2012-05-29 18:20:00"	11.078	10.956	10.638	5.385	3.958	3.643	3.617	4.063
"150"	"2012-05-29 18:30:00"	11.005	10.932	10.663	6.153	3.985	3.643	3.617	4.063
"151"	"2012-05-29 18:40:00"	11.005	10.883	10.541	6.179	3.932	3.617	3.591	4.063
"152"	"2012-05-29 18:50:00"	10.98	10.907	10.32	6.255	3.906	3.643	3.617	4.063
"153"	"2012-05-29 19:00:00"	10.932	10.932	10.296	5.591	3.854	3.643	3.617	4.063
"154"	"2012-05-29 19:10:00"	10.932	10.932	10.638	5.36	3.932	3.643	3.643	4.063
"155"	"2012-05-29 19:20:00"	10.932	10.907	10.394	5.668	3.88	3.643	3.617	4.063
"156"	"2012-05-29 19:30:00"	10.907	10.883	10.687	6.102	3.88	3.643	3.617	4.063
"157"	"2012-05-29 19:40:00"	10.858	10.858	10.614	6.051	3.985	3.67	3.591	4.063
"158"	"2012-05-29 19:50:00"	10.81	10.81	10.516	5.796	3.932	3.643	3.643	4.063
"159"	"2012-05-29 20:00:00"	10.785	10.81	10.369	5.847	3.985	3.643	3.617	4.063
"160"	"2012-05-29 20:10:00"	10.761	10.785	10.492	6.204	4.037	3.643	3.643	4.063
"161"	"2012-05-29 20:20:00"	10.736	10.736	10.222	5.565	3.827	3.643	3.617	4.063
"162"	"2012-05-29 20:30:00"	10.687	10.736	10.124	6.153	3.88	3.643	3.617	4.063
"163"	"2012-05-29 20:40:00"	10.663	10.736	10.149	5.257	3.854	3.643	3.617	4.063
"164"	"2012-05-29 20:50:00"	10.687	10.736	10.198	5.668	3.906	3.643	3.591	4.063
"165"	"2012-05-29 21:00:00"	10.638	10.736	10.271	5.796	3.906	3.643	3.617	4.063
"166"	"2012-05-29 21:10:00"	10.638	10.712	10.296	6.077	3.932	3.643	3.643	4.063
"167"	"2012-05-29 21:20:00"	10.638	10.638	10.124	6.204	3.985	3.643	3.643	4.063
"168"	"2012-05-29 21:30:00"	10.59	10.638	10.198	6.179	3.985	3.643	3.643	4.063
"169"	"2012-05-29 21:40:00"	10.541	10.638	10.149	6.128	3.932	3.643	3.643	4.063
"170"	"2012-05-29 21:50:00"	10.492	10.614	10.198	5.898	3.801	3.617	3.617	4.063
"171"	"2012-05-29 22:00:00"	10.516	10.614	10.149	5.872	3.906	3.643	3.591	4.089
"172"	"2012-05-29 22:10:00"	10.492	10.59	10.296	5.719	3.88	3.67	3.617	4.063
"173"	"2012-05-29 22:20:00"	10.443	10.565	10.222	5.437	3.854	3.643	3.617	4.063
"174"	"2012-05-29 22:30:00"	10.394	10.516	10.222	5.668	3.88	3.643	3.617	4.063
"175"	"2012-05-29 22:40:00"	10.394	10.492	10.1	6.204	4.037	3.67	3.617	4.063
"176"	"2012-05-29 22:50:00"	10.345	10.467	10.149	6.102	3.985	3.643	3.643	4.063
"177"	"2012-05-29 23:00:00"	10.345	10.467	10.124	5.898	3.958	3.617	3.643	4.063
"178"	"2012-05-29 23:10:00"	10.345	10.467	10.149	5.949	3.932	3.643	3.643	4.063
"179"	"2012-05-29 23:20:00"	10.345	10.467	10.1	5.642	3.958	3.643	3.617	4.063
"180"	"2012-05-29 23:30:00"	10.345	10.467	10.173	5.898	3.906	3.643	3.617	4.063
"181"	"2012-05-29 23:40:00"	10.296	10.443	10.124	5.745	3.854	3.67	3.617	4.063
"182"	"2012-05-29 23:50:00"	10.296	10.418	10.124	5.719	3.88	3.67	3.617	4.063
"183"	"2012-05-30 00:00:00"	10.271	10.369	10.1	5.872	3.932	3.643	3.617	4.063
"184"	"2012-05-30 00:10:00"	10.271	10.345	10.051	6.102	3.958	3.67	3.617	4.063
"185"	"2012-05-30 00:20:00"	10.173	10.32	10.1	5.872	3.932	3.643	3.643	4.063
"186"	"2012-05-30 00:30:00"	10.198	10.296	10.026	5.975	3.906	3.643	3.643	4.063
"187"	"2012-05-30 00:40:00"	10.173	10.296	10.026	5.949	3.932	3.643	3.617	4.063
"188"	"2012-05-30 00:50:00"	10.149	10.271	10.001	5.847	3.932	3.643	3.617	4.089
"189"	"2012-05-30 01:00:00"	10.149	10.247	10.051	5.693	3.932	3.67	3.617	4.089
"190"	"2012-05-30 01:10:00"	10.075	10.198	9.977	5.796	3.906	3.67	3.643	4.089
"191"	"2012-05-30 01:20:00"	10.051	10.173	9.903	6.153	3.88	3.643	3.643	4.089
"192"	"2012-05-30 01:30:00"	10.026	10.149	9.879	5.924	3.88	3.67	3.67	4.089
"193"	"2012-05-30 01:40:00"	10.026	10.124	9.928	6.128	3.932	3.67	3.643	4.063
"194"	"2012-05-30 01:50:00"	10.001	10.124	9.879	5.872	3.932	3.67	3.617	4.063
"195"	"2012-05-30 02:00:00"	9.977	10.124	9.928	6	3.906	3.643	3.643	4.063
"196"	"2012-05-30 02:10:00"	9.952	10.075	10.026	5.847	3.854	3.67	3.617	4.063
"197"	"2012-05-30 02:20:00"	9.928	10.075	10.001	5.693	3.854	3.643	3.617	4.063
"198"	"2012-05-30 02:30:00"	9.903	10.051	10.001	5.719	3.88	3.643	3.617	4.063
"199"	"2012-05-30 02:40:00"	9.928	10.026	10.001	5.745	3.88	3.643	3.591	4.063
"200"	"2012-05-30 02:50:00"	9.903	10.001	10.026	5.975	3.958	3.67	3.617	4.063
"201"	"2012-05-30 03:00:00"	9.928	10.001	10.001	5.821	3.906	3.643	3.617	4.063
"202"	"2012-05-30 03:10:00"	9.903	10.001	10.001	5.821	3.985	3.643	3.643	4.063
"203"	"2012-05-30 03:20:00"	9.879	9.977	10.001	5.898	3.985	3.643	3.643	4.063
"204"	"2012-05-30 03:30:00"	9.879	9.977	10.001	5.872	3.906	3.643	3.643	4.063
"205"	"2012-05-30 03:40:00"	9.879	9.952	9.952	5.796	3.88	3.643	3.617	4.063
"206"	"2012-05-30 03:50:00"	9.829	9.928	9.952	5.796	3.906	3.643	3.617	4.063
"207"	"2012-05-30 04:00:00"	9.854	9.928	9.903	6.23	3.932	3.67	3.617	4.063
"208"	"2012-05-30 04:10:00"	9.805	9.903	9.854	5.745	3.906	3.643	3.617	4.063
"209"	"2012-05-30 04:20:00"	9.805	9.903	9.805	5.975	3.985	3.67	3.617	4.063
"210"	"2012-05-30 04:30:00"	9.78	9.829	9.657	5.796	3.985	3.67	3.617	4.063
"211"	"2012-05-30 04:40:00"	9.706	9.78	9.632	6.179	3.958	3.67	3.617	4.063
"212"	"2012-05-30 04:50:00"	9.682	9.731	9.682	6.204	3.958	3.67	3.617	4.063
"213"	"2012-05-30 05:00:00"	9.682	9.706	9.558	5.975	3.985	3.67	3.617	4.063
"214"	"2012-05-30 05:10:00"	9.608	9.731	9.46	6.102	3.958	3.643	3.643	4.063
"215"	"2012-05-30 05:20:00"	9.657	9.682	9.361	5.821	3.854	3.643	3.617	4.063
"216"	"2012-05-30 05:30:00"	9.608	9.608	9.485	6.204	3.88	3.643	3.617	4.063
"217"	"2012-05-30 05:40:00"	9.534	9.583	9.509	5.488	3.906	3.643	3.617	4.063
"218"	"2012-05-30 05:50:00"	9.509	9.558	9.509	6.23	3.932	3.643	3.617	4.063
"219"	"2012-05-30 06:00:00"	9.657	9.583	9.558	6.051	3.88	3.643	3.617	4.063
"220"	"2012-05-30 06:10:00"	9.805	9.608	9.509	5.898	3.88	3.643	3.643	4.063
"221"	"2012-05-30 06:20:00"	9.952	9.657	9.583	6.102	3.932	3.67	3.617	4.063
"222"	"2012-05-30 06:30:00"	10.149	9.657	9.583	5.949	3.932	3.67	3.643	4.063
"223"	"2012-05-30 06:40:00"	10.247	9.706	9.608	6.611	3.958	3.67	3.617	4.063
"224"	"2012-05-30 06:50:00"	10.271	9.731	9.583	6.153	4.037	3.67	3.617	4.063
"225"	"2012-05-30 07:00:00"	10.271	9.731	9.657	5.821	3.906	3.67	3.617	4.037
"226"	"2012-05-30 07:10:00"	10.32	9.706	9.657	6.331	3.985	3.643	3.617	4.063
"227"	"2012-05-30 07:20:00"	10.443	9.706	9.632	5.668	3.906	3.643	3.591	4.063
"228"	"2012-05-30 07:30:00"	10.492	9.706	9.657	6.128	3.985	3.67	3.617	4.063
"229"	"2012-05-30 07:40:00"	10.565	9.706	9.632	6.281	3.906	3.643	3.617	4.037
"230"	"2012-05-30 07:50:00"	10.59	9.706	9.608	6.661	3.906	3.67	3.617	4.063
"231"	"2012-05-30 08:00:00"	10.663	9.706	9.608	6	3.827	3.643	3.643	4.063
"232"	"2012-05-30 08:10:00"	10.785	9.706	9.608	5.719	3.775	3.643	3.591	4.037
"233"	"2012-05-30 08:20:00"	10.858	9.756	9.632	6.204	4.011	3.67	3.591	4.063
"234"	"2012-05-30 08:30:00"	11.151	9.854	9.657	6.484	4.246	3.696	3.617	4.063
"235"	"2012-05-30 08:40:00"	10.124	9.78	9.682	6.204	3.985	3.67	3.643	4.063
"236"	"2012-05-30 08:50:00"	10.296	9.78	9.706	6.077	3.906	3.643	3.643	4.063
"237"	"2012-05-30 09:00:00"	11.151	9.854	9.756	6.382	3.958	3.67	3.643	4.063
"238"	"2012-05-30 09:10:00"	11.37	9.928	9.756	6.026	3.932	3.643	3.643	4.063
"239"	"2012-05-30 09:20:00"	11.321	9.928	9.829	6.331	3.932	3.67	3.617	4.037
"240"	"2012-05-30 09:30:00"	10.956	9.879	9.854	6.585	4.089	3.67	3.617	4.063
"241"	"2012-05-30 09:40:00"	10.467	9.879	9.854	6.763	4.089	3.67	3.617	4.063
"242"	"2012-05-30 09:50:00"	11.759	9.928	9.879	6.712	3.906	3.643	3.643	4.063
"243"	"2012-05-30 10:00:00"	11.248	9.952	9.879	6.509	3.801	3.643	3.617	4.037
"244"	"2012-05-30 10:10:00"	10.565	9.952	9.903	6.306	3.801	3.67	3.617	4.037
"245"	"2012-05-30 10:20:00"	11.005	9.977	9.879	6.153	3.827	3.67	3.564	4.063
"246"	"2012-05-30 10:30:00"	10.516	9.977	9.928	6.179	3.854	3.67	3.564	4.037
"247"	"2012-05-30 10:40:00"	11.224	10.026	9.952	6.102	3.854	3.696	3.591	4.063
"248"	"2012-05-30 10:50:00"	11.953	10.051	10.001	6.102	3.854	3.696	3.591	4.063
"249"	"2012-05-30 11:00:00"	11.029	10.051	10.026	6.712	4.089	3.722	3.591	4.063
"250"	"2012-05-30 11:10:00"	11.613	10.1	10.051	6.965	4.194	3.696	3.617	4.063
"251"	"2012-05-30 11:20:00"	11.175	10.124	10.1	6.737	4.115	3.67	3.643	4.063
"252"	"2012-05-30 11:30:00"	11.273	10.173	10.051	6.484	4.011	3.643	3.643	4.063
"253"	"2012-05-30 11:40:00"	11.783	10.149	10.1	6.204	3.854	3.67	3.617	4.063
"254"	"2012-05-30 11:50:00"	12.025	10.247	10.173	6.204	3.827	3.67	3.591	4.063
"255"	"2012-05-30 12:00:00"	11.321	10.345	10.198	6.509	3.906	3.67	3.591	4.037
"256"	"2012-05-30 12:10:00"	11.734	10.418	10.222	6.306	3.958	3.67	3.591	4.037
"257"	"2012-05-30 12:20:00"	11.467	10.394	10.173	6.914	4.063	3.696	3.564	4.037
"258"	"2012-05-30 12:30:00"	11.516	10.369	10.271	7.745	4.298	3.696	3.617	4.037
"259"	"2012-05-30 12:40:00"	10.956	10.394	10.296	7.217	4.141	3.67	3.643	4.063
"260"	"2012-05-30 12:50:00"	11.102	10.394	10.247	6.889	3.854	3.67	3.591	4.063
"261"	"2012-05-30 13:00:00"	12.195	10.443	10.271	6.306	3.854	3.696	3.617	4.037
"262"	"2012-05-30 13:10:00"	13.185	10.516	10.296	5.847	3.88	3.67	3.617	4.063
"263"	"2012-05-30 13:20:00"	11.492	10.614	10.394	6.864	3.932	3.67	3.643	4.063
"264"	"2012-05-30 13:30:00"	11.029	10.59	10.394	6.408	3.958	3.67	3.643	4.063
"265"	"2012-05-30 13:40:00"	10.956	10.59	10.443	6.56	3.958	3.67	3.617	4.063
"266"	"2012-05-30 13:50:00"	11.078	10.59	10.443	6.813	4.089	3.67	3.617	4.063
"267"	"2012-05-30 14:00:00"	11.127	10.565	10.467	7.469	4.168	3.67	3.617	4.063
"268"	"2012-05-30 14:10:00"	11.492	10.638	10.541	7.015	3.932	3.67	3.643	4.063
"269"	"2012-05-30 14:20:00"	11.248	10.638	10.565	5.975	3.88	3.643	3.643	4.063
"270"	"2012-05-30 14:30:00"	11.37	10.687	10.59	6.179	3.801	3.67	3.643	4.063
"271"	"2012-05-30 14:40:00"	11.953	10.663	10.541	6.102	3.801	3.67	3.617	4.063
